id,member_number,account_type,balance,opened_date,status
573,MBR00296,money_market,10513.05,2021-12-21,active
676,MBR00447,savings,56003.75,2024-07-14,active
112,MBR00058,checking,16174.23,2025-08-17,active
227,MBR00150,checking,12142.38,2016-11-01,active
793,MBR00195,savings,74399.94,2019-09-16,active
104,MBR00435,checking,3894.63,2024-06-20,closed
422,MBR00068,money_market,88202.03,2019-05-14,frozen
420,MBR00352,savings,43180.94,2017-11-05,active
120,MBR00303,checking,11855.39,2025-11-16,active
54,MBR00253,checking,17095.53,2004-01-29,active
152,MBR00470,checking,6167.39,1998-08-04,active
404,MBR00281,money_market,148864.56,2022-08-04,frozen
754,MBR00400,savings,42982.53,2024-12-24,active
208,MBR00261,checking,21279.13,2011-10-25,closed
678,MBR00142,checking,10356.8,2021-07-11,active
619,MBR00324,cd,82253.18,2013-05-03,active
9,MBR00311,checking,8127.3,2024-01-17,active
652,MBR00088,savings,22489.53,2018-12-25,active
37,MBR00083,checking,3338.66,2007-06-03,closed
453,MBR00362,money_market,15082.72,2023-09-21,frozen
254,MBR00151,checking,13003.31,2025-08-25,active
304,MBR00018,savings,68687.79,2025-03-18,active
607,MBR00104,savings,72579.72,2022-09-06,frozen
580,MBR00313,savings,20398.04,2010-04-11,active
588,MBR00491,checking,18140.57,2006-03-09,active
263,MBR00035,checking,11323.15,2015-11-17,closed
298,MBR00424,checking,5343.23,2015-04-11,active
415,MBR00178,savings,23023.3,2020-11-07,closed
151,MBR00266,checking,16216.75,2008-03-18,active
637,MBR00186,savings,35084.09,2025-12-22,frozen
713,MBR00229,checking,21835.6,2023-10-18,active
551,MBR00218,checking,14944.71,2025-08-29,frozen
489,MBR00029,savings,51025.72,2016-12-16,closed
148,MBR00115,checking,16561.63,2005-05-24,active
147,MBR00290,checking,4753.95,2009-09-29,active
589,MBR00337,cd,69869.71,2026-03-21,active
743,MBR00354,checking,13258.14,2022-12-06,closed
602,MBR00245,savings,54718.67,2022-03-29,active
349,MBR00398,savings,54214.77,2020-12-18,frozen
464,MBR00286,money_market,9715.52,2024-10-22,active
326,MBR00137,savings,40967.8,2026-04-03,active
187,MBR00041,checking,6606.44,2025-06-19,closed
124,MBR00408,checking,363.73,2016-09-17,active
684,MBR00078,savings,71431.81,2023-07-26,active
144,MBR00378,checking,12595.74,2007-06-10,active
764,MBR00160,cd,44951.63,2024-06-05,closed
198,MBR00010,checking,8527.1,2022-06-25,closed
280,MBR00188,checking,14463.66,2011-01-16,frozen
294,MBR00196,checking,24141.6,2025-08-24,active
401,MBR00445,checking,20813.86,2009-05-27,active
123,MBR00348,checking,2354.8,2021-02-23,active
184,MBR00194,checking,9438.24,2003-12-07,active
203,MBR00337,checking,2092.99,2026-04-02,active
439,MBR00455,savings,58328.0,2010-09-27,closed
247,MBR00387,checking,7953.88,2026-04-10,closed
416,MBR00142,checking,7730.38,2025-10-09,active
712,MBR00198,checking,10347.61,2013-11-09,active
130,MBR00015,checking,5548.6,2021-12-23,active
403,MBR00276,savings,39483.31,2008-05-24,active
633,MBR00231,savings,13503.9,2018-02-11,frozen
624,MBR00280,savings,72369.58,2014-07-26,active
728,MBR00499,money_market,57547.33,2026-04-06,frozen
220,MBR00232,checking,23249.87,2018-09-15,closed
730,MBR00075,savings,52149.59,2019-04-18,active
610,MBR00377,checking,5792.78,2019-01-17,frozen
733,MBR00264,money_market,29529.01,2025-08-15,active
618,MBR00024,money_market,21754.32,2008-10-04,active
387,MBR00026,money_market,60450.2,2019-09-20,active
776,MBR00129,savings,47313.64,2025-01-30,active
510,MBR00294,savings,23697.63,2023-01-06,active
268,MBR00013,checking,20020.93,2020-10-23,frozen
782,MBR00278,money_market,82228.03,2010-12-04,active
442,MBR00403,savings,34144.91,2005-12-07,active
497,MBR00399,cd,44933.64,2006-12-06,active
113,MBR00068,checking,21481.97,2021-01-08,active
233,MBR00447,checking,12960.96,2020-08-12,active
699,MBR00274,checking,747.76,2016-08-05,active
608,MBR00098,money_market,134727.95,2011-10-29,frozen
374,MBR00004,cd,22267.46,2016-12-30,active
234,MBR00072,checking,20821.21,2025-12-27,active
634,MBR00020,savings,37741.63,2024-08-27,active
318,MBR00212,cd,19058.31,2022-02-26,active
411,MBR00051,savings,65074.57,2025-04-09,closed
718,MBR00388,checking,12283.82,2025-01-13,active
359,MBR00481,money_market,119651.81,2014-10-19,active
259,MBR00118,checking,11836.5,2016-04-14,closed
628,MBR00069,money_market,95748.71,2006-04-01,active
283,MBR00027,checking,19391.13,2025-05-29,active
377,MBR00080,savings,66777.09,2006-01-21,active
385,MBR00196,savings,3568.08,2004-09-14,closed
225,MBR00289,checking,20347.37,2023-12-30,closed
760,MBR00218,savings,30864.56,2008-02-25,active
658,MBR00485,cd,89926.93,2008-04-23,active
473,MBR00314,checking,21891.86,2017-04-29,frozen
348,MBR00195,cd,62353.73,2020-09-11,active
506,MBR00273,money_market,101490.8,2024-08-29,active
640,MBR00028,savings,16114.44,2026-02-09,active
789,MBR00288,savings,29658.17,2010-01-30,active
741,MBR00388,checking,13814.74,2026-03-26,active
723,MBR00135,cd,83590.06,2014-07-27,active
620,MBR00234,savings,44532.67,2024-05-29,active
686,MBR00243,savings,55459.34,2016-01-18,active
646,MBR00212,savings,66906.7,2025-12-23,active
679,MBR00257,money_market,71849.17,2024-06-03,closed
557,MBR00126,money_market,100401.2,2025-12-16,frozen
578,MBR00196,cd,68604.75,2016-06-09,active
86,MBR00005,checking,9390.95,2025-08-19,active
243,MBR00235,checking,8965.08,2023-05-07,active
160,MBR00413,checking,15202.49,2019-05-05,active
525,MBR00303,savings,18654.98,2025-09-12,active
36,MBR00152,checking,10769.84,2004-08-24,closed
541,MBR00441,cd,24288.88,2016-11-19,frozen
171,MBR00241,checking,21956.04,2015-08-05,closed
655,MBR00251,savings,62855.68,2016-04-03,active
688,MBR00428,money_market,63224.53,2022-09-08,active
680,MBR00348,savings,22273.69,2024-09-05,closed
753,MBR00486,savings,12461.52,2021-03-11,closed
96,MBR00376,checking,16152.4,2025-12-09,active
564,MBR00415,money_market,44805.31,2020-11-06,active
241,MBR00202,checking,6127.21,2023-06-26,active
575,MBR00155,money_market,113483.11,2019-03-18,closed
461,MBR00312,savings,16657.1,2026-03-18,frozen
554,MBR00361,checking,14445.99,2017-08-27,frozen
705,MBR00348,checking,743.87,2021-08-08,closed
207,MBR00156,checking,12409.77,2024-03-03,active
393,MBR00334,savings,74782.37,2018-11-23,closed
398,MBR00320,savings,69353.88,2022-01-06,active
681,MBR00189,savings,66356.43,2023-09-01,active
218,MBR00243,checking,8752.13,2016-02-10,active
5,MBR00340,checking,5102.14,2019-07-17,closed
643,MBR00249,checking,7058.99,2008-12-08,active
717,MBR00244,savings,25488.55,2025-08-04,closed
613,MBR00495,checking,1681.63,2008-09-28,frozen
547,MBR00370,money_market,146308.82,2019-06-29,active
99,MBR00176,checking,23793.34,2024-01-26,active
574,MBR00387,checking,13920.45,2024-11-09,active
407,MBR00317,checking,19642.74,2017-10-26,active
503,MBR00352,cd,33995.69,2026-01-27,active
48,MBR00344,checking,16617.03,2012-01-12,active
33,MBR00184,checking,7425.03,2024-06-17,active
201,MBR00212,checking,23153.96,2023-09-29,active
135,MBR00429,checking,1093.63,2007-12-30,frozen
28,MBR00399,checking,1439.67,2022-08-19,frozen
707,MBR00312,savings,39719.32,2025-11-15,active
231,MBR00363,checking,9628.56,1999-06-30,active
490,MBR00275,savings,51569.25,2008-08-26,active
379,MBR00292,money_market,109228.13,2015-05-28,active
289,MBR00239,checking,4133.79,2015-06-18,active
419,MBR00045,savings,51010.62,2015-07-09,frozen
675,MBR00059,savings,70466.52,2022-06-04,closed
392,MBR00391,savings,15259.09,2001-10-18,active
593,MBR00142,checking,11657.71,2025-07-30,active
499,MBR00473,money_market,79735.12,2026-03-28,active
139,MBR00033,checking,9478.82,2025-03-06,active
63,MBR00132,checking,282.53,2020-07-05,active
472,MBR00169,savings,16133.48,2024-09-12,active
648,MBR00111,savings,29356.11,2019-12-28,active
129,MBR00314,checking,18326.91,2024-12-04,active
779,MBR00168,savings,46930.83,2008-01-28,active
521,MBR00250,checking,3386.61,2023-02-15,active
65,MBR00119,checking,17166.59,2025-11-11,active
15,MBR00054,checking,3718.64,2023-02-12,frozen
157,MBR00128,checking,24234.17,2024-07-09,frozen
41,MBR00107,checking,21094.19,2024-04-19,active
493,MBR00096,checking,23470.32,2024-08-17,active
380,MBR00089,money_market,104215.28,2020-07-29,closed
188,MBR00236,checking,14160.29,2024-09-02,closed
217,MBR00323,checking,18180.85,2011-03-19,closed
53,MBR00343,checking,22973.32,2025-12-18,active
338,MBR00256,money_market,52417.26,2024-08-30,frozen
296,MBR00414,checking,18221.53,2005-06-30,frozen
702,MBR00152,cd,96990.95,2024-01-31,closed
252,MBR00489,checking,8747.5,2021-03-01,frozen
462,MBR00244,savings,6415.67,2016-04-24,closed
456,MBR00447,cd,17050.29,2024-01-19,active
798,MBR00137,money_market,89228.41,2009-04-25,active
270,MBR00331,checking,10595.86,2014-11-01,active
202,MBR00019,checking,1695.6,2020-03-08,active
162,MBR00395,checking,3653.53,2019-03-07,closed
556,MBR00239,checking,26697.46,2025-04-12,active
402,MBR00157,savings,25224.82,2020-11-05,frozen
703,MBR00342,money_market,109960.21,2022-08-24,active
477,MBR00267,money_market,75144.41,2025-05-30,active
106,MBR00198,checking,220.31,2009-04-11,active
566,MBR00068,savings,19643.2,2021-01-11,frozen
390,MBR00244,money_market,83352.48,2018-12-14,active
2,MBR00216,checking,22172.28,2022-12-15,closed
768,MBR00338,checking,4301.03,2024-08-16,active
562,MBR00156,money_market,40915.36,2025-02-21,frozen
81,MBR00379,checking,9938.32,2014-01-21,frozen
206,MBR00445,checking,1530.83,2023-04-19,active
35,MBR00210,checking,12894.79,2025-12-31,active
509,MBR00164,checking,21130.61,2011-02-20,active
428,MBR00493,savings,56047.92,2021-12-29,frozen
455,MBR00195,money_market,137057.28,2019-02-09,closed
367,MBR00081,cd,44858.2,2022-05-11,active
92,MBR00468,checking,10375.1,2020-07-17,frozen
340,MBR00406,checking,6980.24,2010-06-27,closed
565,MBR00065,checking,23512.88,2023-02-14,active
346,MBR00083,savings,33979.12,1998-08-28,active
242,MBR00111,checking,5807.27,2010-12-16,active
14,MBR00461,checking,13115.98,2018-08-01,active
316,MBR00113,checking,18759.69,2010-01-11,closed
601,MBR00169,savings,38896.03,2023-12-09,active
388,MBR00386,savings,7211.18,2020-10-08,active
274,MBR00264,checking,1594.91,2025-07-30,active
167,MBR00006,checking,3392.11,2015-10-29,active
794,MBR00180,money_market,39023.05,2006-11-12,frozen
647,MBR00242,savings,66841.42,2023-08-13,active
485,MBR00316,money_market,31117.3,2018-11-06,active
783,MBR00488,cd,88132.44,2011-01-29,active
505,MBR00457,savings,14844.65,2022-12-27,active
244,MBR00098,checking,23012.68,2007-10-24,frozen
567,MBR00058,savings,44586.87,2026-03-25,active
563,MBR00243,savings,49395.83,2008-01-30,active
687,MBR00150,checking,26153.81,2008-06-11,active
190,MBR00449,checking,5171.97,2022-08-02,closed
700,MBR00394,cd,92853.32,2015-10-14,active
476,MBR00295,cd,61814.71,2020-12-23,active
682,MBR00042,cd,29548.9,2015-12-24,active
511,MBR00277,checking,869.78,2016-08-24,frozen
59,MBR00039,checking,12767.52,2024-11-25,active
475,MBR00148,money_market,49182.06,2025-02-13,closed
561,MBR00149,checking,27685.94,2024-04-02,frozen
748,MBR00022,checking,23791.66,2021-11-11,closed
253,MBR00173,checking,4452.53,2023-11-12,active
22,MBR00402,checking,21634.55,2022-06-18,frozen
314,MBR00192,savings,42261.3,2025-04-28,active
460,MBR00007,savings,37648.85,2017-08-17,active
161,MBR00329,checking,4347.11,2021-12-24,active
277,MBR00342,checking,9071.63,2023-11-05,closed
192,MBR00452,checking,13917.29,2023-03-18,active
386,MBR00290,savings,52483.76,2009-09-18,active
414,MBR00157,savings,55957.11,2015-08-16,active
492,MBR00321,money_market,86719.79,2022-04-27,active
344,MBR00278,savings,14403.69,2017-06-30,active
770,MBR00034,cd,34524.53,2014-01-18,closed
309,MBR00227,savings,19855.62,2012-02-18,active
662,MBR00386,money_market,62476.17,2007-09-13,active
131,MBR00351,checking,1665.24,2022-09-17,active
664,MBR00009,money_market,26365.92,2025-01-05,active
100,MBR00094,checking,16815.26,2021-04-05,active
373,MBR00306,savings,74509.19,2024-02-22,active
88,MBR00496,checking,1140.15,2013-02-19,closed
459,MBR00061,cd,1349.76,2019-08-06,active
331,MBR00493,cd,16702.53,2017-07-19,frozen
215,MBR00407,checking,12991.79,2012-09-30,frozen
467,MBR00026,savings,13779.51,2007-01-20,frozen
122,MBR00292,checking,3433.64,2017-01-19,closed
615,MBR00268,cd,87149.8,2020-01-20,closed
21,MBR00059,checking,21714.08,2021-09-08,frozen
701,MBR00003,cd,33796.78,2026-01-25,frozen
72,MBR00417,checking,22783.57,2016-01-23,active
107,MBR00354,checking,5615.99,2025-04-21,frozen
271,MBR00249,checking,19654.79,2017-11-22,active
436,MBR00474,cd,23032.87,2025-10-11,frozen
103,MBR00205,checking,15446.93,2018-10-20,active
